lat,lng,wayid
43.868296883558244,11.02382689984022,8024596
43.86855058405288,11.02405620066691,8024596
43.86886738466526,11.02426280156272,8024596
43.86962608610793,11.025356704668933,8024596
43.86971398627289,11.025577105178078,8024596
43.87082158831279,11.026980409305407,8024596
43.871826990102285,11.02799301256422,8024596
43.87239139108092,11.028513414293084,8024596
43.87323369250671,11.0291401166127,8024596
43.87370599328803,11.029554117994387,8024596
43.874530994621466,11.030392420551529,8024596
43.87520049567428,11.03080462220374,8024596
43.875925596784924,11.031545924401135,8024596
43.87611309706711,11.031683624886488,8024596
43.87707309847967,11.031884126635543,8024596
43.90750561529181,11.032988673505553,8231581
43.90745271530963,11.033163373518066,8231581
43.906698115546014,11.034464873107131,8231581
43.83445578380415,11.033970267355029,11018264
43.833312679264004,11.032715762307937,11018264
43.923548502327776,11.03447149746818,11966115
43.87867090071105,11.032343029692528,22935068
43.87896770110908,11.032999231030056,22935068
43.835496987873,11.02642754904683,24663441
43.83573118877948,11.027148951331979,24663684
43.8354806878098,11.027526151907981,24663684
43.83590648945587,11.026438849764718,24663685
43.864388175461215,11.037704817718254,25790411
43.86441907552874,11.037524517438662,25790411
43.8560434551817,11.035881902750555,25790551
43.85629625585594,11.035285401900605,25790551
43.8563577560194,11.035153301721431,25790551
43.856279055810184,11.033508198285347,25790551
43.85694655757316,11.032264596780623,25790551
43.84385521823591,11.040703497132027,25902301
43.84439322005021,11.039600695199635,25902301
43.84454712056609,11.039285494653875,25902301
43.844913621789026,11.038534293364268,25902301
43.846476426915544,11.037294892577487,25902301
43.847786031101364,11.036740193103514,25902301
43.84841093306333,11.037170794934461,25902301
43.90474101600371,11.020841662078686,25969420
43.90422851608652,11.021857961760286,25969420
43.903817116141866,11.02250966142355,25969420
43.90341191618669,11.023196861136272,25969420
43.90277281623785,11.024424860811342,25969420
43.90235371625842,11.025223260618585,25969420
43.92525210006606,11.029347299923588,25969437
43.92476000073684,11.030683499159549,25969437
43.924307201341506,11.031957898491843,25969437
43.92384130195114,11.033251797839345,25969437
43.92361410224383,11.03390119753486,25969437
43.925465899770224,11.033385200245103,25969604
43.9246981008202,11.035150199141912,25969604
43.924656400876245,11.035249699084337,25969604
43.923218502746245,11.027907196591165,25969956
43.923702602130184,11.028275097401172,25969956
43.9227741032997,11.031154196103474,25970043
43.92283290322714,11.030999396183,25970043
43.92328730265953,11.029665996807468,25970043
43.921278605077276,11.035239894277451,25970442
43.920890005517734,11.036020493825239,25970442
43.92020230627554,11.037388593066504,25970442
43.91995990653606,11.03789399281582,25970442
43.921992504245054,11.036705695435275,25970475
43.92149990482249,11.037138694803598,25970475
43.92237030379257,11.036196695913029,25970480
43.92320940275769,11.035229497024392,25970482
43.92255930356307,11.035141896092059,25970482
43.92113940523607,11.035004394050683,25970482
43.924548501020766,11.036511298958578,25970489
43.92451030107177,11.035136398873854,25970497
43.92516440018664,11.037945999817792,25970544
43.92528710001782,11.03646669998212,25970550
43.91871400782077,11.03207799001835,25970885
43.919560406957906,11.030233490991224,25970885
43.91961460690122,11.030114491056487,25970885
43.91046721403273,11.025597474705723,25970905
43.91081901384904,11.024635474897831,25970905
43.90670941554272,11.023367367083944,25970909
43.90880321480336,11.024740971454502,25970909
43.91008891422217,11.025678274096594,25970909
43.90387051613524,11.029710766036901,25970922
43.9039336161272,11.029559266042146,25970922
43.904268416080626,11.028783466096597,25970922
43.91993850655889,11.033062992028784,25970933
43.92046960598429,11.033560192888704,25970933
43.91361341213262,11.030911781889001,25970935
43.914092411792495,11.031348082774464,25970935
43.914977011129054,11.030249283801993,25970935
43.91525671090975,11.029537984031743,25970935
43.9209934054014,11.03377379368677,26133699
43.921099105281826,11.032302693660807,26134559
43.92095180544828,11.032582893474197,26134559
43.92071020571854,11.030566792840713,26134630
43.921331305016864,11.030952893854378,26134630
43.9251964001427,11.032493199844257,26134738
43.921722404563425,11.029377394295,26135446
43.9207575056659,11.029645692792005,26135452
43.92112830524868,11.028574893249617,26135456
43.92102840536188,11.027090092902293,26135457
43.92222300396998,11.027909894961091,26135457
43.92003030646075,11.0264460911445,26135465
43.920136406346714,11.026441991322177,26135465
43.92021090626624,11.026449891448555,26135465
43.920927605475505,11.02460169241629,26135470
43.921882904374755,11.025316994144767,26135470
43.92356430230758,11.026601497091132,26135470
43.91566951057772,11.024968383399782,26135484
43.91756150892826,11.026408086987187,26135484
43.91684200958022,11.030719386844787,26135515
43.91176271332051,11.029500278461574,26135534
43.9126060128041,11.030138480040454,26135534
43.91229101300187,11.030942779851463,26135534
43.911619213404244,11.032163479299859,26135534
43.91271281273573,11.033358681394962,26135538
43.913397712281395,11.032173381994308,26135538
43.91311331247339,11.025392079144803,26135565
43.91110421369481,11.02389557508473,26135565
43.90920891463042,11.028254473811556,26135579
43.90942001453662,11.028511474274593,26135579
43.91018901417286,11.029267975855003,26135579
43.91141171352319,11.030425378279238,26135579
43.90640591562859,11.024037366917161,26135646
43.907336915348075,11.024880668990747,26135646
43.90717871539932,11.025211868893349,26135646
43.90767971523201,11.026107170215163,26135646
43.90812331507159,11.026670671248352,26135646
43.90859491488842,11.027591072487848,26135646
43.90748711529807,11.027895470822122,26135649
43.907069615433805,11.02726646980257,26135652
43.90661511556998,11.028273069600319,26135652
43.90652191559641,11.028467269555442,26135652
43.90593531575108,11.029889169410461,26135652
43.90771101522107,11.029509572019977,26135657
43.90537981587898,11.03113566925986,26135661
43.9077371152119,11.03140817303764,26135664
43.90482141598933,11.029854667630214,26135694
43.9034538161825,11.028082864335401,26135768
43.90290061622953,11.027593463111382,26135768
43.90253331625086,11.028433263066203,26135770
43.902000216267766,11.028330162131054,26135791
43.913068312503334,11.038633783809296,26135804
43.91182471328396,11.037330081648907,26135804
43.91062811394962,11.036075679480573,26135804
43.91017091418182,11.035596478628925,26135804
43.90965891442732,11.035059677659898,26135804
43.909033214706504,11.0321553753832,26135809
43.908639414870464,11.032852975127497,26135809
43.906258815668274,11.035250172909773,26137709
43.908007815114466,11.03719437638227,26137709
43.909139614660646,11.035583677166082,26137723
43.83479058511942,11.034410169009382,26185072
43.90258991624809,11.035712367997297,26206334
43.90206731626655,11.036573667846646,26206334
43.90514381592784,11.031634969190293,26206361
43.90455261603594,11.032807368998693,26206361
43.903939516126435,11.030808366832597,26206383
43.90373221615205,11.031218466769644,26206383
43.9029098162289,11.029601364442618,26206401
43.90241761625594,11.030385964186545,26206401
43.90192641626879,11.030006863158375,26206401
43.904791415994744,11.03382816996837,26206432
43.90424101608469,11.034763769739182,26206432
43.903890016132785,11.035320069583483,26206432
43.90379991614397,11.03548706956059,26206432
43.90528611589877,11.034763771240932,26206437
43.900453816222665,11.034300363960151,26206468
43.90027521620844,11.034558863890462,26206468
43.89993211617587,11.037183665344623,26206468
43.90044431622196,11.03792536658402,26206468
43.90307991621625,11.025748962206864,26206535
43.90390691613063,11.025367063374286,26206535
43.90525091590607,11.026530566358124,26206535
43.92232630384569,11.033814395644262,26208064
43.90499291595738,11.036915072098509,26382670
43.90314871621065,11.034766368171297,26382670
43.9019917162679,11.033335365532432,26382670
