img_id,lat,lng,polyid,beautiful,boring,depressing,lively,safety,wealthy,score
71b811542a3c11eaa78b001a7dda710a,43.88906682807482,11.020029113952562,0,0.3701656460762024,0.15140081942081451,0.3171683549880981,0.06684403866529465,0.10993320494890213,0.15478236973285675,0.19504907230536142
71b811552a3c11eaae6b001a7dda710a,43.889430992432814,11.020392037949334,0,0.23268385231494906,0.0915018767118454,0.2580720782279968,0.049908611923456185,0.10732070356607436,0.07070879638195038,0.13503265318771204
71b811562a3c11ea807b001a7dda710a,43.88969123889725,11.02075700630358,0,0.5262287259101868,0.09120452404022217,0.4289454519748688,0.11512957513332367,0.4074151515960693,0.07766208797693253,0.27443091943860054
71b811572a3c11eaad64001a7dda710a,43.88932096845191,11.020691581197752,0,0.23590196669101715,0.1536364108324051,0.17740359902381894,0.05578681081533432,0.0964612364768982,0.07294406741857529,0.13202234854300818
71b811582a3c11ea8e5f001a7dda710a,43.88894022608464,11.020360916197523,0,0.2679980993270874,0.1115949973464012,0.2282962054014206,0.062396358698606484,0.1013547033071518,0.13485808670520782,0.1510830751309792
71b811592a3c11eab8b1001a7dda710a,43.832661595005405,11.02097522460953,1,0.33241352438926697,0.2157777696847916,0.3231833875179291,0.29094287753105164,0.2284604012966156,0.1652781218290329,0.2593426803747813
71b8115a2a3c11eabe33001a7dda710a,43.83302703504628,11.021339202967939,1,0.3483390510082245,0.18576765060424805,0.3409893810749054,0.2278169542551041,0.7694240212440491,0.4340529441833496,0.38439833372831345
71b8115c2a3c11ea80d4001a7dda710a,43.83378388630105,11.022012098357227,1,0.8087666034698486,0.2881090044975281,0.4629987180233002,0.12846940755844116,0.7350729703903198,0.3420915007591248,0.4609180341164271
71b8115d2a3c11ea9a0f001a7dda710a,43.83417543048329,11.022317484418966,1,0.2305334359407425,0.1075601801276207,0.3183166980743408,0.4043041169643402,0.7501646280288696,0.5211662650108337,0.3886742206911246
71b8115e2a3c11ea8a91001a7dda710a,43.83460277753544,11.022508485927977,1,0.5346789956092834,0.2326943427324295,0.17211982607841492,0.8221232891082764,0.8611413836479187,0.5065938234329224,0.5215586101015409
71b8115f2a3c11eab156001a7dda710a,43.83502809156219,11.022711437680162,1,0.217228040099144,0.17811670899391174,0.23059557378292084,0.4942226707935333,0.7497231960296631,0.5331730842590332,0.40050987899303436
71b811602a3c11eaac33001a7dda710a,43.835437736835324,11.022968739078,1,0.2904288470745087,0.1283203810453415,0.19196440279483795,0.2212800532579422,0.5864228010177612,0.3229473829269409,0.29022731135288876
71b811612a3c11eab75f001a7dda710a,43.83584106857157,11.023244140604863,1,0.3491788804531097,0.11253022402524948,0.3964122235774994,0.15005284547805786,0.7198017239570618,0.5997853279113771,0.38796020423372585
71b811622a3c11ea81d2001a7dda710a,43.83557138177301,11.023711182630565,1,0.05494751408696175,0.5165021419525146,0.26197683811187744,0.8024186491966248,0.4516377747058869,0.3007693588733673,0.3980420461545388
71b811632a3c11eaaad4001a7dda710a,43.83526040595204,11.024162286507169,1,0.3385106325149536,0.2096959501504898,0.4668534994125366,0.5600703954696655,0.2992023229598999,0.6002188920974731,0.41242528210083645
71b811642a3c11ea85cb001a7dda710a,43.83494212118593,11.024603470095467,1,0.09961210936307907,0.6340934038162231,0.17642492055892944,0.6414297223091125,0.09560055285692216,0.18680498003959656,0.3056609481573105
71b811652a3c11ea91c1001a7dda710a,43.834623836419794,11.02504465368377,1,0.3550592660903931,0.18715660274028775,0.561244785785675,0.6023916006088257,0.9329957962036132,0.7611882090568542,0.5666727100809416
71b811662a3c11ea89ae001a7dda710a,43.834294696433695,11.024749859015268,1,0.8145470619201659,0.6984155774116516,0.7586318850517273,0.7479980587959291,0.8209161758422852,0.7217223644256592,0.7603718539079031
71b811672a3c11ea9995001a7dda710a,43.833976316747695,11.02430880980392,1,0.15942423045635226,0.11227966845035553,0.23521360754966736,0.6389915943145752,0.8061235547065735,0.6744876503944397,0.4377533843119939
