lat,lng,polyid
43.88906682807482,11.020029113952562,0
43.88943099243281,11.020392037949332,0
43.88969123889725,11.02075700630358,0
43.889320968451905,11.020691581197752,0
43.88894022608464,11.020360916197523,0
43.832661595005405,11.02097522460953,1
43.83302703504628,11.021339202967939,1
43.833414712350525,11.021655413369082,1
43.83378388630105,11.022012098357227,1
43.8341754304833,11.022317484418968,1
43.834602777535444,11.022508485927977,1
43.835028091562194,11.02271143768016,1
43.835437736835324,11.022968739078001,1
43.83584106857157,11.023244140604865,1
43.83557138177301,11.023711182630562,1
43.835260405952035,11.024162286507167,1
43.83494212118592,11.024603470095467,1
43.834623836419794,11.02504465368377,1
43.834294696433695,11.024749859015268,1
43.833976316747695,11.02430880980392,1
43.83365765673029,11.023868148105741,1
43.83333953361558,11.023426743497431,1
43.83302452047452,11.022981114012682,1
43.83271866606972,11.022523354331051,1
43.83242163118141,11.02205454095384,1
43.83213354758252,11.021575070958036,1
43.831847996757475,11.021092678396846,1
43.832119578420844,11.020706329104042,1
43.83459025006717,11.025773596350335,2
43.8341923446431,11.025482318031637,2
43.833795607860374,11.025188200052778,2
43.83343595886066,11.024817198233453,2
43.83311803286088,11.024376253137275,2
43.832811453152466,11.023919387360156,2
43.83250487344405,11.023462521583038,2
43.83216848738915,11.023051268932202,2
43.83179084827153,11.022711994243016,2
43.83144708949627,11.0223139637396,2
43.83140647838784,11.021783831802683,2
43.831638602155934,11.021253853558038,2
43.83194554978503,11.021355830274649,2
43.83223139243559,11.021837886138481,2
43.83252373472917,11.022312324730288,2
43.832824779581316,11.022776161420335,2
43.833134699550094,11.023228594840567,2
43.833451730946706,11.023671510063558,2
43.833770390819446,11.024112171963177,2
43.834089050692185,11.024552833862796,2
43.83440637580046,11.024995340822848,2
43.8347199630961,11.025442929516977,2
43.90973275579018,11.025383481445788,3
43.90933449496446,11.025093139755555,3
43.90893623413874,11.02480279806532,3
43.908532129652,11.024528711952751,3
43.908125413395844,11.024261892911754,3
43.90771869713969,11.023995073870758,3
43.907311980883534,11.023728254829763,3
43.906905264627376,11.023461435788766,3
43.906884177109376,11.023005340372563,3
43.907193131072475,11.022570414593662,3
43.907610957156756,11.02247188279613,3
43.90801570231377,11.022744405743051,3
43.908419187450995,11.023020509220943,3
43.90882267258823,11.023296612698836,3
43.909225744612364,11.023573872321748,3
43.90962836969587,11.023852382803083,3
43.91003099477937,11.024130893284418,3
43.91043435898688,11.0244073345387,3
43.91075542518431,11.02473984152134,3
43.91055116784298,11.025296054836504,3
43.91026847401414,11.025729137379148,3
43.83467922255369,11.025293785888055,4
43.834839661428305,11.02483372886962,4
43.8351579468521,11.02439254619492,4
43.83547209580409,11.023945748609899,4
43.83578288720308,11.023494395476037,4
43.83613110373082,11.023517258649276,4
43.836494111103185,11.023882159991162,4
43.836904236381734,11.024134203989421,4
43.83708955527865,11.024654450131726,4
43.8369449821679,11.025224995769422,4
43.836643157922154,11.025687918362621,4
43.836342066537654,11.02615174692147,4
43.83593978619094,11.026397558883756,4
43.83550570002295,11.026397701049085,4
43.83516521008097,11.025997422392871,4
43.88823314398629,11.023892895163772,5
43.88808200600888,11.024479108203163,5
43.88783320296625,11.024071979232756,5
43.88797136604343,11.023502288159364,5
43.88875098892898,11.023739062148309,6
43.888704770587765,11.024336317434717,6
43.88833037498395,11.024637087448646,6
43.888315589117454,11.024180295737926,6
43.888427030692796,11.023577016638193,6
43.91007399571852,11.026507360398883,7
43.90983461559346,11.02703591527284,7
43.9095918322633,11.027561251317303,7
43.90931750842639,11.028055438330854,7
43.908987122262175,11.028082026150265,7
43.90866617146832,11.027644577349289,7
43.90841041468989,11.027133574590923,7
43.90813512062216,11.02664348455493,7
43.90780328853884,11.026221958432522,7
43.9074915718911,11.025772655399706,7
43.90721898061593,11.02528613955711,7
43.90727434088176,11.024786828674156,7
43.906897618961736,11.02444559623615,7
43.90652089704171,11.024104363798145,7
43.90663106700089,11.023597818264227,7
43.9069896160658,11.023585824750901,7
43.90739633230189,11.02385264385079,7
43.907803048537986,11.024119462950676,7
43.90820976477408,11.024386282050564,7
43.90861648101017,11.024653101150452,7
43.90901841488246,11.024933225774676,7
43.9094166759459,11.025223566837045,7
43.909814937009344,11.025513907899413,7
43.91019117069064,11.02584574869484,7
43.86867549789234,11.024183808044876,8
43.86907523053309,11.024467490829391,8
43.869404173855315,11.024890307138678,8
43.869628527990876,11.025427339901594,8
43.86991807363556,11.025897144008571,8
43.870257437083275,11.026306961950418,8
43.87059024176059,11.026726939753093,8
43.870917313238536,11.027155451193082,8
43.871237481285526,11.027594002978017,8
43.87163442313755,11.02788741742134,8
43.87165419949426,11.028350543158576,8
43.871475485002996,11.028913267446129,8
43.87140475257091,11.02950935100774,8
43.87120446429674,11.030054969841489,8
43.87124931311079,11.030611741641163,8
43.87101161844634,11.031140972251146,8
43.87075166579793,11.031650256527618,8
43.8704459322179,11.032104098772672,8
43.8701719603247,11.03258233980346,8
43.86982157422489,11.032959105342611,8
43.869560318410166,11.033465574704358,8
43.8693530775591,11.034019658882912,8
43.8691236951146,11.03455523561537,8
43.86902753222306,11.035156344643152,8
43.8689047242015,11.035751653943471,8
43.86873751605001,11.036331032070256,8
43.86858872044617,11.036920164209167,8
43.868378545136814,11.03746609359853,8
43.86813582448512,11.037972466128512,8
43.867990549619556,11.037396002113935,8
43.86786669072422,11.036795861734522,8
43.86774283182888,11.036195721355108,8
43.86761897293354,11.035595580975695,8
43.867495114038206,11.034995440596282,8
43.867371255142864,11.034395300216868,8
43.86724739624753,11.033795159837455,8
43.86712353735219,11.03319501945804,8
43.86699967845686,11.032594879078626,8
43.866875819561514,11.031994738699213,8
43.86675196066618,11.0313945983198,8
43.86667903769652,11.030782359180415,8
43.866762191046824,11.03017118395997,8
43.86688991962251,11.02957260743009,8
43.86701764819819,11.028974030900212,8
43.86714537677388,11.028375454370332,8
43.867281246689515,11.027780378625833,8
43.8674095377508,11.027183197652473,8
43.86740618690445,11.02655958101908,8
43.86754720832085,11.025973457960998,8
43.867768364593715,11.025429830664574,8
43.867983830178886,11.024882187614006,8
43.868169677610496,11.024313679107356,8
43.90481978083354,11.027581064521703,9
43.90505243277039,11.027046756047366,9
43.90528559697989,11.026512887101191,9
43.905526164316136,11.025985371132917,9
43.90576820089343,11.025459161304225,9
43.9060129968394,11.024935404546246,9
43.906257792785375,11.024411647788268,9
43.9065658911263,11.024219668927245,9
43.90694261291319,11.02456090164827,9
43.90728617946235,11.02492874829006,9
43.90723513378741,11.02547286896369,9
43.907537188481896,11.02593550204315,9
43.90748137302794,11.026437916957475,9
43.90721461441361,11.026940597524561,9
43.90695863750428,11.027453456227672,9
43.906719779656754,11.027982465865575,9
43.90647864026503,11.02850932534795,9
43.90625513326675,11.02905109829851,9
43.90603162626847,11.029592871249072,9
43.905706663199894,11.029658992999819,9
43.90532269029435,11.029333694934307,9
43.90493871738881,11.029008396868795,9
43.904581957361124,11.029028540102075,9
43.90436448542222,11.028620686294316,9
43.83179794924895,11.024267218399459,10
43.832148258863576,11.024655680427294,10
43.83203112415664,11.025244346246952,10
43.83188070389824,11.025832683429037,10
43.83172946732045,11.026420598228533,10
43.83146851596066,11.026288412146815,10
43.83127632661317,11.025770497618957,10
43.83143528400289,11.02518650091824,10
